stem,n_routes,has_EN,assigned_EN,has_DE,assigned_DE,has_NL,assigned_NL,has_FR,assigned_FR,has_OTHER,assigned_OTHER,covered_any,example_ids
kampen - elburg - kampen,2,Y,,Y,,,,,,,,,"55242871,55342785"
kampen - elburg - kampen nld,1,,,,,,,,,Y,,,50984237
kampen - harderwijk (via elburg),1,Y,Y,,,,,,,,,Y,49470175
"kampen - harderwijk (via flevoland, elburg & nunspeet)",1,Y,,,,,,,,,,,49470402
kampen - harderwijk (über elburg),1,,,Y,Y,,,,,,,Y,53668728
"kampen - harderwijk (über flevoland, elburg & nunspeet)",1,,,Y,Y,,,,,,,Y,53668730
kampen - hattem (loop),1,Y,Y,,,,,,,,,Y,51719996
kampen - reevesluis - elburg - harderwijk,1,Y,,,,,,,,,,,32199988
kampen - schokland (loop),2,Y,,Y,,,,,,,,,"50375527,55570859"
kampen - zwolle - hattem - kampen,2,Y,,Y,,,,,,,,,"55240707,55342772"
kampen - zwolle - hattem - kampen nld,1,,,,,,,,,Y,,,46008749
kampen ijsel loop nld,2,,,,,,,,,Y,,,"54690686,54690714"
karlstadt - lohr,2,Y,,Y,,,,,,,,,"49471436,53806303"
karlstadt - würzburg,2,Y,Y,Y,Y,,,,,,,Y,"26632242,53806295"
keukenhof - beverwijk,2,Y,,Y,,,,,,,,,"54472731,54536660"
kitzingen - schweinfurt,3,Y,Y,Y,Y,,,,,,,Y,"49993933,53806292,55645515"
kitzingen - würzburg,1,,,Y,,,,,,,,,53806300
kobern gondorf - cochem (via eltz) (traced),1,Y,,,,,,,,,,,55924762
kobern-gondorf - treis-karden (via eltz) (traced),1,Y,,,,,,,,,,,55924758
"koblenz (city walk, ehrenbreitstein)",1,Y,,,,,,,,,,,50757084
koblenz (loop),1,Y,,,,,,,,,,,50773344
koblenz (schleife),1,,,Y,,,,,,,,,53814299
koblenz - sankt goar,2,Y,Y,Y,Y,,,,,,,Y,"26633088,53814283"
kreekrak (east) - tholen,2,Y,Y,,,,,,,,,Y,"31540619,31540657"
kreekrak (east) - tholen (x),1,Y,,,,,,,,,,,53838296
kreekrak (ost) - tholen,2,,,Y,,,,,,,,,"53677243,53677252"
kreekrak (ost) - tholen (x),1,,,Y,,,,,,,,,53851675
kreekrak (west) - tholen,4,Y,Y,Y,,,,,,,,Y,"26884023,26884030,53677260,53677263"
kreekrak - tholen,2,Y,,Y,Y,,,,,,,Y,"55376552,55677851"
krems - melk / mi,1,Y,,,,,,,,,,,50554298
krk - kaštel salatić - kornić - punat - krk,2,,,,,,,,,Y,,,"55377734,55428345"
krk - omišalj,2,Y,,,,,,,,Y,,,"49753703,55428352"
"kudelstaart - royal flora - aalsmeerderbrug ,",2,Y,,Y,,,,,,,,,"53665243,54360744"
kwaadmechelen - hasselt (rs),1,Y,,,,,,,,,,,42096505
königswinter - andernach,1,Y,,,,,,,,,,,56125058
køge - copenhagen kastellet .,2,Y,,Y,,,,,,,,,"42912969,46561700"
køge - stevns klint (loop),2,Y,,,,,,,,,,,"49322986,52592882"
køge - stevns klint (schleife),2,,,Y,Y,,,,,,,Y,"53684523,53684524"
køge - viking museum & vallo (loop),3,Y,,,,,,,,,,,"46869067,54387368,54402315"
køge - viking museum & vallo (loop) (ccw),4,Y,Y,Y,,,,,,,,Y,"55240286,55240355,55240519,55240525"
køge - viking museum & vallo (schleife),1,,,Y,,,,,,,,,53684525
la ferte - meaux,2,Y,Y,,,,,,,,,Y,"44936776,53451897"
la ferté - château-thierry,2,Y,Y,,,,,,,,,Y,"31568705,44935955"
la voulte-sur-rhône – tournon-sur-rhône,1,Y,,,,,,,,,,,55617396
lagny (loop via castles),1,,,,,,,,,Y,Y,Y,43274207
lagny (loop via champs-sur-marne),1,Y,Y,,,,,,,,,Y,44942344
lagny - meaux (gravel),1,Y,Y,,,,,,,,,Y,28962067
lagny - meaux (tarmac),1,Y,Y,,,,,,,,,Y,43198763
lagny - meaux dag,1,Y,Y,,,,,,,,,Y,53900784
lagny - paris,1,Y,,,,,,,,,,,43278541
lamastre - la voulte sur rhône (la dolce via),2,Y,Y,,,,,,,,,Y,"55380990,55616459"
"lauenburg-mölln, germany option",2,,,,,,,,,Y,Y,Y,"54679929,54735218"
"lauenburg-mölln, germany, option",1,,,,,,,,,Y,Y,Y,54859310
le pouzin - viviers ev17,1,Y,,,,,,,,,,,54691487
leeuwarden - grou,2,Y,,Y,,,,,,,,,"34570856,53684153"
leeuwarden - grou ** km alt,1,Y,,,,,,,,,,,55887997
leeuwarden - grou nld,1,,,,,,,,,Y,Y,Y,38871282
lehmen - kobern - winningen - koblenz,2,Y,,Y,Y,,,,,,,Y,"53657634,53657859"
leiden - delft (via den haag),1,Y,Y,,,,,,,,,Y,27286956
leiden - delft (via zoetermeer),1,Y,Y,,,,,,,,,Y,19579563
leiden - delft (über den haag),1,,,Y,,,,,,,,,53665225
leiden - delft (über zoetermeer),1,,,Y,,,,,,,,,53665224
leiden - delft - rotterdam (cool- & maashaven),1,Y,Y,,,,,,,,,Y,54392751
leiden - delft - rotterdam (coolhaven),2,Y,,Y,,,,,,,,,"53330276,53668278"
leiden - gouda,4,Y,Y,Y,,,,,,,,Y,"19010780,46084169,53665448,53665450"
leiden - gouda (white label),2,Y,,,,,,,,,,,"54360735,54360736"
leiden - gouda zoeterwoude,1,Y,Y,,,,,,,,,Y,54915153
leiden - haarlem (stadt) (über cruquius),1,,,Y,,,,,,,,,55895891
leiden - haarlem (stadt)(durch dünen),1,,,Y,,,,,,,,,55895786
lelystad - blocq van kuffeler,4,Y,Y,Y,,,,,,,,Y,"27138465,29204691,53677333,53677337"
lemmer - sneek,10,Y,,Y,Y,,,,,,,Y,"53519187,53519193,53520511,53684132"
lemmer - stavoren,4,Y,,Y,,,,,,,,,"52683725,52683750,53684128,53684130"
lemmer - stavoren nld,2,,,,,,,,,Y,,,"54374307,54374309"
lemmer loop (via starnuman bossen),1,,,,,,,,,Y,,,55583085
leros (agia marina-saraya resort),1,,,,,,,,,Y,,,55153684
leros hike1 (xirokampos-panagia karavoudena-italian building),1,,,,,,,,,Y,,,55154842
leros loop (island's north),1,,,,,,,,,Y,,,55153985
leros loop (islands' south),1,,,,,,,,,Y,,,55154737
lith - cuijk,2,Y,,Y,,,,,,,,,"25208723,53668529"
lith - cuijk (alternative),1,Y,,,,,,,,,,,55216983
lith - den bosch - heusden (rs),1,Y,,,,,,,,,,,44992794
lochem - bathmen - epse - deventer,2,Y,,Y,,,,,,,,,"55225292,55342706"
lochem - bathmen - epse - deventer nld,1,,,,,,,,,Y,,,34433598
lochem - holterberg - deventer,2,Y,,Y,,,,,,,,,"55225320,55342711"
lochem - holterberg - deventer nld,1,,,,,,,,,Y,,,34433224
lohr - karlstadt - wurzburg,1,Y,,,,,,,,,,,55812263
lohr-wertheim,1,,,,,,,,,Y,,,55957045
long - abbeville,4,Y,Y,,,,,,,,,Y,"49296004,49977604,53899249,53899250"
long - samara,2,Y,Y,,,,,,,,,Y,"50029634,53899208"
long sint maartensvlotbrug - alkmaar,1,Y,,,,,,,,,,,54993767
lovendegem - gent city,1,,,,,,,,,Y,,,55362410
lovendegem - sas van gent,1,Y,,,,,,,,,,,44015659
lovendegem - terneuzen,2,Y,,,,,,,,,,,"44016357,51933657"
lošinj loop,1,Y,,,,,,,,,,,55435392
lummen - hasselt (kanaalkom) (rs),1,Y,,,,,,,,,,,52294298
luneberg hafer,1,,,,,,,,,Y,,,54676169
luneberg hafer option,1,,,,,,,,,Y,Y,Y,54736466
luneburg option (not to exciting),1,,,,,,,,,Y,,,54680386
lübeck - mölln,1,,,,,,,,,Y,Y,Y,54861226
lübeck to mölln- option,1,,,,,,,,,Y,Y,Y,54753279
maasbracht - thorn,2,Y,,Y,,,,,,,,,"54906625,54907335"
maasbracht - thorn nld,2,,,,,,,,,Y,,,"54906258,54906285"
maastricht - bilzen (belgië) - maastricht,2,Y,,Y,,,,,,,,,"54906474,54907253"
maastricht - bilzen(belgië) - maastricht nld,3,,,,,,,,,Y,,,"45028378,54906251,54906279"
maastricht - margraten/valkenburg - maastricht,1,Y,,,,,,,,,,,54907267
maastricht-margraten/valkenburg-maastricht,1,,,Y,,,,,,,,,55342355
maastricht-margraten/valkenburg-maastricht nld,3,,,,,,,,,Y,,,"45028842,54906252,54906280"
mains - oberwesel,1,Y,,,,,,,,,,,55107485
mainz - frankfurt,2,Y,Y,Y,Y,,,,,,,Y,"19353574,53814294"
mainz - rüdesheim (entlang fluss),1,,,Y,,,,,,,,,53814355
mainz - rüdesheim (via monastery),1,Y,,,,,,,,,,,43310501
mainz - rüdesheim (via monastery) (traced),1,Y,,,,,,,,,,,55924799
mainz - rüdesheim (via river),1,Y,,,,,,,,,,,43310487
mainz - rüdesheim (via winelands),1,Y,,,,,,,,,,,51406196
mainz - rüdesheim (über kloster),1,,,Y,,,,,,,,,53814357
mainz - rüdesheim (über weinregionen),1,,,Y,,,,,,,,,53814347
mainz - winningen - burg eltz - treis - karden (via eltz),1,,,Y,,,,,,,,,53657793
mainz - winningen - burg eltz - treis - karden (via eltz) nld,2,,,,,,,,,Y,,,"55568512,55568526"
mainz - winningen - burg eltz - treis - karden (über eltz),1,,,Y,Y,,,,,,,Y,53657973
mainz - winningen - burg eltz - treis karden (via alken),1,Y,,,,,,,,,,,53657631
mainz - winningen - burg eltz - treis karden (via alken) (traced),1,Y,,,,,,,,,,,55924782
mainz - winningen - burg eltz - treis- karden (via alken) nld,1,,,,,,,,,Y,,,55568534
mainz - winningen - burg eltz - treis- karden (über alken),1,,,Y,Y,,,,,,,Y,53657813
mainz - winningen - burg eltz - treis-karden (via eltz),1,Y,Y,,,,,,,,,Y,53657630
mainz - winningen - burg eltz - treis-karden (via eltz) (traced),1,Y,,,,,,,,,,,55924778
mainz- winningen- burg eltz -treis-karden,1,Y,,,,,,,,,,,53609433
mainz- winningen-burg thurant -treis- karden,1,Y,,,,,,,,,,,53609575
makkum - franeker - harlingen (via bolsward),1,Y,,,,,,,,,,,55597280
makkum - franeker - harlingen (via kust),1,Y,Y,,,,,,,,,Y,55597217
makkum - stavoren,4,Y,Y,Y,,,,,,,,Y,"19578005,26559860,53684114,53684116"
makkum - stavoren nld,2,,,,,,,,,Y,,,"54374303,54374304"
mali lošinj loop,1,Y,,,,,,,,,,,49206725
malmö (loop),1,Y,,,,,,,,,,,49322998
malmö (schleife),1,,,Y,Y,,,,,,,Y,53684518
malmö - lund (loop),2,Y,,,,,,,,,,,"51000751,53399113"
malmö - lund (schleife),2,,,Y,,,,,,,,,"53684515,53684516"
mandre - rab,1,Y,,,,,,,,,,,55435761
mandre-novalja-lun,1,Y,,,,,,,,,,,49954408
marina capo d'orlando - gioioa marea,1,Y,Y,,,,,,,,,Y,53475988
marktbreit - schweinfurt,1,Y,,,,,,,,,,,55848455
marktbreit - würzburg,1,Y,,,,,,,,,,,49688759
meaux - la ferté,2,Y,Y,,,,,,,,,Y,"44936799,53451895"
meaux - lagny (gravel),1,Y,Y,,,,,,,,,Y,44937598
meaux - lagny (tarmac),1,Y,Y,,,,,,,,,Y,44937599
medemblik (loop),2,Y,Y,,,,,,,,,Y,"49428130,49463527"
medemblik (rondrit) nld,2,,,,,,,,,Y,,,"54374291,54374292"
medemblik (schleife),2,,,Y,,,,,,,,,"53683925,53683929"
medemblik - enkhuizen (via coast),1,Y,Y,,,,,,,,,Y,53718253
medemblik - enkhuizen (via hoorn ) (n),1,Y,Y,,,,,,,,,Y,32290027
medemblik - enkhuizen (via hoorn ) nld,1,,,,,,,,,Y,,,54221090
medemblik - enkhuizen (via kust) nld,1,,,,,,,,,Y,,,49803421
medemblik - enkhuizen (via twisk),1,Y,Y,,,,,,,,,Y,38226611
medemblik - enkhuizen (via twisk) (n),1,Y,Y,,,,,,,,,Y,26525248
medemblik - enkhuizen (via twisk) nld,1,,,,,,,,,Y,,,54221095
medemblik - enkhuizen (über die küste),2,,,Y,,,,,,,,,"32407360,53718278"
medemblik - enkhuizen (über hoorn ) (n),1,,,Y,,,,,,,,,54551673
medemblik - enkhuizen (über hoorn ) (n) q,1,Y,,,,,,,,,,,54393572
medemblik - enkhuizen (über hoorn),1,,,Y,,,,,,,,,32407111
medemblik - enkhuizen (über twisk),1,,,Y,,,,,,,,,53683930
medemblik - enkhuizen (über twisk) (n),1,,,Y,,,,,,,,,54393569
medemblik - enkhuizen loop (via wervershoof/stede broec),1,,,,,,,,,Y,,,54561043
medemblik - hoorn - enkhuizen / mi (copy),1,Y,,,,,,,,,,,50942458
melun (loop),5,Y,Y,Y,,,,,,,,Y,"48122195,55989735,55989829,56135832"
melun (loop) (traced),1,Y,,,,,,,,,,,47177342
melun - evry,2,Y,,Y,,,,,,,,,"30877904,55989349"
melun - moret (via barbizon & fontainebleau),2,Y,Y,Y,,,,,,,,Y,"22953130,55989953"
melun - moret (via barbizon),1,Y,,,,,,,,,,,51414792
menen - lille,2,Y,Y,,,,,,,,,Y,"45443829,53899234"
menen - lille (via tyne cot),2,Y,Y,,,,,,,,,Y,"49272396,53899235"
merelbeke - evergem/lovendegem,1,,,,,,,,,Y,,,55884008
merelbeke - gent city,1,,,,,,,,,Y,,,55363820
middelburg (loop),1,Y,Y,,,,,,,,,Y,53837145
middelburg - neeltje jans - kamperland,1,,,,,,,,,Y,Y,Y,53837359
miltenberg – aschaffenburg,2,Y,,,,,,,,,,,"54368483,54368782"
miltenberg – aschaffenburg (new start),1,Y,,,,,,,,,,,54368487
moerbrugge - bruges,4,Y,Y,Y,,,,,,,,Y,"26848642,31566631,53677164,53677165"
moerbrugge - deinze,4,Y,Y,,,,,,,,,Y,"49271812,49284930,53899230,53899231"
mont-st-pierre - epernay (high),1,Y,Y,,,,,,,,,Y,43196120
mont-st-pierre - epernay (low),1,Y,,,,,,,,,,,43199534
montargis (loop),2,Y,Y,Y,,,,,,,,Y,"26664650,55988704"
montereau - pont-sur-yonne (t),1,Y,,,,,,,,,,,55804391
montereau - pont-sur-yonne (via misy-sur-yonne),2,Y,,,,,,,,,,,"34340215,51605671"
montereau - pont-sur-yonne (via voulx),1,Y,,,,,,,,,,,34340228
mook - arnhem nld,2,,,,,,,,,Y,,,"55025415,55204255"
mook - grave - mook,2,Y,,Y,,,,,,,,,"54906754,54907440"
mook - grave - mook nld,3,,,,,,,,,Y,,,"49296331,54906267,54906296"
mook - groesbeek - arnhem,8,Y,,Y,,,,,,Y,,,"54873348,54906270,54906299,54906723"
mook - groesbeek - arnhem nld,4,,,,,,,,,Y,,,"54410219,54906262,54906289,55204245"
mook - groesbeek - nijmegen,2,Y,,Y,,,,,,,,,"55205804,55207121"
mook - groesbeek - nijmegen - arnhem nld,4,,,,,,,,,Y,,,"54410206,54906263,54906290,55204244"
mook - groesbeek - nijmegen nld,2,,,,,,,,,Y,,,"50376001,55204238"
mook - kleve - mook,2,Y,,Y,,,,,,,,,"54906741,54907459"
mook - kleve - mook nld,3,,,,,,,,,Y,,,"50395752,54906268,54906297"
mook - kranenburg (d) - nijmegen - arnhem,4,Y,,Y,,,,,,,,,"54906798,54907390,55205937,55207111"
mook - kranenburg (d) - nijmegen - arnhem nld,4,,,,,,,,,Y,,,"54410198,54906264,54906291,55204243"
mook - kranenburg (d) - nijmegen vlak,3,Y,,Y,,,,,,,,,"55205788,55205819,55207132"
mook - kranenburg (d) - nijmegen vlak nld,2,,,,,,,,,Y,,,"50376014,55204239"
mook - venlo,2,Y,,Y,,,,,,,,,"54906615,54907325"
mook - venlo nld,3,,,,,,,,,Y,,,"50390359,54906257,54906283"
moret (loop flagy&gray),1,Y,,,,,,,,,,,56136096
"moret (loop, gray)",1,Y,Y,,,,,,,,,Y,56136116
moret - melun (via barbizon),2,Y,,Y,,,,,,,,,"53546106,55989290"
moret - melun (via thomery),1,Y,,,,,,,,,,,55807194
moret - nemours,4,Y,,Y,,,,,,,,,"26487399,31559274,55990247,55990346"
moret - nemours (via darvault),2,Y,Y,,,,,,,,,Y,"49159315,49159316"
"moret - nemours (via rochess, gravel)",2,Y,Y,Y,,,,,,,,Y,"55465649,55990468"
mortagne-du-nord - bouchain (via lewarde),1,Y,,,,,,,,,,,55299828
muiden - breukelen - ligplaats nieuwegein,1,,,,,,,,,Y,,,55884261
muiden - breukelen - ligplaats vreeswijk,1,,,,,,,,,Y,,,55884072
mölln - lauenburg,1,,,,,,,,,Y,,,54749894
mölln - lübeck,1,,,,,,,,,Y,Y,Y,54738110
naxos (sangri-beaches loop),1,,,,,,,,,Y,,,53959093
naxos (town-chalki-kuros-eggares-town),1,,,,,,,,,Y,,,53958993
nemours - moret,3,Y,,Y,,,,,,,,,"31575754,31575981,55989412"
nemours - moret (via fontainebleau),4,Y,,Y,,,,,,,,,"53545709,53545710,55989120,55989185"
nemours - neronville,4,Y,Y,Y,,,,,,,,Y,"31558384,31558812,55990560,55990610"
neronville - montargis,6,Y,Y,Y,,,,,,,,Y,"28073200,31582387,49159317,55990827"
neronville - nemours,4,Y,,Y,,,,,,,,,"18687306,31567695,55988959,55988993"
new docking gent - to bootjes van gent,1,,,,,,,,,Y,,,54139578
nierlahnstein - bad breisig,4,Y,,Y,,,,,,,,,"55107553,55192767,55487429,55567875"
nierlahnstein - bad breisig (traced),1,Y,,,,,,,,,,,55924768
nierlahnstein - bad breisig nld,1,,,,,,,,,Y,,,55568655
nieuw df 6l. sneek-heeg-lemmer,1,,,,,,,,,Y,,,51721815
nieuwpoort - gouda - utrecht nld,1,,,,,,,,,Y,,,54750247
nieuwpoort - oudewater - utrecht / mi,2,Y,,Y,,,,,,,,,"54674978,54674985"
nieuwpoort - utrecht,2,Y,,Y,,,,,,,,,"54591869,54591898"
nijmegen - arnhem,1,,,,,Y,,,,,,,54413902
nijmegen - doornenburg - arnhem,2,Y,,Y,,,,,,,,,"55205844,55207549"
nijmegen - doornenburg - arnhem kort,2,,,,,Y,,,,,,,"51002058,55204241"
nijmegen - tolkamer - arnhem,4,Y,,Y,,Y,,,,,,,"51001926,55204240,55205835,55207536"
nijmegen - tolkamer - arnhem (copy),1,,,,,Y,,,,,,,54413819
nijmegen-arnhem nassau,1,,,,,,,,,Y,,,55062001
"nisyros singletrack ,",1,,,,,,,,,Y,,,53757416
nisyros singletrack1,1,,,,,,,,,Y,,,53757417
oberwesel - nierlahnstein,3,Y,Y,Y,,,,,,,,Y,"55191379,55487439,55567882"
oberwesel - nierlahnstein (traced),1,Y,,,,,,,,,,,55924769
oberwesel - nierlahnstein nld,1,,,,,,,,,Y,,,55568674
oberwesel - rüdesheim,2,Y,,Y,Y,,,,,,,Y,"26525041,53814284"
offenbach - aschaffenburg,2,Y,Y,Y,Y,,,,,,,Y,"19353573,53814296"
oude schild - den oever (veerboot),1,,,,,,,,,Y,,,55555317
oude wetering - amsterdam (nieuwe meer),2,Y,,Y,,,,,,,,,"30556112,53668177"
oudenaarde - astene - ghent (city),2,Y,,Y,,,,,,,,,"41450686,41450692"
oudenaarde - gavere - ghent (city),1,,,Y,,,,,,,,,32038058
oudenaarde - ghent (city) (via deinze),1,Y,,,,,,,,,,,52867487
oudenaarde - ghent (city) (via gavere),1,Y,,,,,,,,,,,31620689
oudenaarde - tournai (flat),1,Y,Y,,,,,,,,,Y,26574872
oudenaarde - tournai (hill),1,Y,Y,,,,,,,,,Y,26574883
paal - terneuzen,1,,,,,,,,,Y,Y,Y,53837197
paal - terneuzen kort,1,,,,,,,,,Y,Y,Y,53838021
parijs - lagny (opt) langs seine/marne,1,,,,,,,,,Y,,,53900616
paris (bougival) - auvers-sur-oise,1,Y,,,,,,,,,,,54165408
paris (bougival) - auvers-sur-oise (via ax majeur) rain route,1,Y,,,,,,,,,,,55805083
paris (bougival) - auvers-sur-oise (via ax majeure),1,Y,Y,,,,,,,,,Y,31596961
paris (bougival) - l'isle-adam,1,Y,Y,,,,,,,,,Y,31612131
paris (bougival) - paris (arsenal) (via la defense),1,Y,,,,,,,,,,,41461169
paris (bougival) - paris (arsenal) (via versailles),1,,,,,,,,,Y,,,45918496
paris (bougival) - paris (pont- -sevres) q,1,Y,,,,,,,,,,,54175698
paris (bougival) - versailles (loop),1,Y,,,,,,,,,,,52088191
paris (city) - paris (bougival) (via la défence),1,Y,,,,,,,,,,,52673440
paris (city) - versailles - paris (bougival) alt,1,Y,,,,,,,,,,,52673298
paris (pont- -sevres) - paris (bougival) q,1,Y,,,,,,,,,,,54165356
patmos (beach hopping),1,,,,,,,,,Y,,,54833525
patmos (skala-chora-grikos-skala),1,,,,,,,,,Y,,,54833140
pelion (agia kyriaki-milina-platania),1,,,,,,,,,Y,,,55358902
pont sur yonne - sens (parc du moulin a tan) (t),1,Y,,,,,,,,,,,55804344
pont sur yonne - sens (t),1,Y,,,,,,,,,,,55804373
pont-l'évêque - compiègne,1,Y,Y,,,,,,,,,Y,29269729
pont-l'évêque - compiègne (via attichy),1,Y,Y,,,,,,,,,Y,26955070
pont-l'évêque - péronne,1,Y,Y,,,,,,,,,Y,26933436
pont-ste-maxence - chantilly - auvers-sur-oise,1,Y,Y,,,,,,,,,Y,49142143
pont-ste-maxence - compiègne,2,Y,Y,,,,,,,,,Y,"29118252,53446538"
pont-ste-maxence - compiègne (hills / pièrrefonds),1,Y,Y,,,,,,,,,Y,52741225
pont-sur-yonne - moret (t),2,Y,,,,,,,,,,,"55804385,55804419"
pont-sur-yonne - sens,2,Y,,,,,,,,,,,"34340195,41739356"
purmerend - alkmaar (via egmond),1,Y,,,,,,,,,,,50273217
purmerend - alkmaar (via egmond) (white label),1,Y,,,,,,,,,,,54360756
purmerend - alkmaar (via heiloo),1,Y,Y,,,,,,,,,Y,50285202
purmerend - alkmaar (via heiloo) (white label),1,Y,,,,,,,,,,,54360755
purmerend - alkmaar (über egmond),1,,,Y,,,,,,,,,53665488
purmerend - alkmaar (über heiloo),1,,,Y,,,,,,,,,53665486
péronne - pont-l'évêque,1,Y,Y,,,,,,,,,Y,30195085
péronne - pont-l'évêque (via ham),1,Y,,,,,,,,,,,31595457
péronne - ytres,2,Y,Y,,,,,,,,,Y,"26617078,31600403"
rab - mišnjak - rab,1,Y,,,,,,,,,,,49946894
rabac-ripenda kras-labin-rabac (za gpx),1,,,,,,,,,Y,,,55377738
relevante hvo poi's,3,,,,,,,,,Y,,,"55025314,55025678,55026520"
remagen - koblenz,2,Y,,,,,,,,,,,"19353591,54768592"
remich - saarburg (entlang fluss),1,,,Y,,,,,,,,,53805734
remich - saarburg (via mannebach),1,Y,Y,,,,,,,,,Y,29333758
remich - saarburg (via river),1,Y,Y,,,,,,,,,Y,26609452
remich - saarburg (via saarschleife),1,Y,,,,,,,,,,,47397313
remich - saarburg (über mannebach),1,,,Y,,,,,,,,,53805735
remich - saarburg (über saarschleife),1,,,Y,,,,,,,,,53805737
remich - thionville,2,Y,Y,Y,,,,,,,,Y,"50830650,53805796"
richemont - remich,2,Y,Y,Y,,,,,,,,Y,"26609808,53805733"
rijnkanaal (roosevelt) - keulsekade (docking),1,,,,,,,,,Y,,,55633391
roermond - arcen,2,Y,,Y,,,,,,,,,"25307217,53668493"
roermond - schipperskerk,2,Y,,Y,,,,,,,,,"25297716,53668537"
roermond - venlo,2,Y,Y,,,,,,,,,Y,"54994676,55582957"
rondje wageningen nld,1,,,,,,,,,Y,,,56162370
rotterdam (boompjeskade) - gouda,1,Y,,,,,,,,,,,54647111
"rotterdam (coolhaven) - waterbus ,",2,Y,,Y,,,,,,,,,"53330036,53665226"
"rotterdam (oosterkade) - waterbus , / , mi",1,Y,,,,,,,,,,,49215022
rotterdam - delft (loop) / mi,1,Y,Y,,,,,,,,,Y,26545114
rotterdam - delft - leiden (coolhaven),1,,,Y,,,,,,,,,55895625
rotterdam - delft - rotterdam,2,,,Y,,,,,,,,,"26920955,55696281"
rotterdam - delft - rotterdam nld,1,,,,,,,,,Y,,,49523348
rotterdam - kinderdijk - gouda - nieuwpoort,2,Y,,Y,,,,,,,,,"54647257,54647970"
rotterdam - kinderdijk - nieuwpoort,1,,,Y,,,,,,,,,54646632
rotterdam - kinderdijk - nieuwpoort / mi,1,Y,,,,,,,,,,,54646653
rotterdam - kinderdijk - nieuwpoort nld,1,,,,,,,,,Y,,,54646664
rotterdam - kinderdijk - schoonhoven,1,,,Y,,,,,,,,,26920967
rotterdam - kinderdijk - schoonhoven - gouda,1,,,Y,,,,,,,,,26920964
rotterdam - kinderdijk - schoonhoven - gouda / mi,1,Y,Y,,,,,,,,,Y,26917012
rotterdam - kinderdijk - schoonhoven / mi,1,Y,Y,,,,,,,,,Y,26920283
"rotterdam architecture tour , - extra",1,Y,,,,,,,,,,,50074263
rotterdam big city skyline - extra,1,Y,,,,,,,,,,,50074131
rs tulip day - alkmaar - beach - alkmaar,1,,,,,,,,,Y,,,53994427
rs tulip day - alkmaar - rijp - wormerveer - amsterdam,1,,,Y,,,,,,,,,53994827
rs tulip day - alkmaar- rijp - wormerveer - amsterdam,1,,,Y,,,,,,,,,53994412
rs tulip day - alkmaar- rijp-wormerveer-amsterdam,1,,,Y,,,,,,,,,53994115
rs tulip day - alkmaar-beach-alkmaar,1,,,,,,,,,Y,,,53994108
rs tulip day - hoorn - volendam,1,,,,,,,,,Y,,,53994537
rs tulip day - hoorn-volendam,1,,,,,,,,,Y,,,53994079
rs tulip day - testride,2,,,,,,,,,Y,,,"53994091,53994553"
rs tulip day haarlem - cruiquis - haarlem,2,,,,,,,,,Y,,,"53994118,53994474"
rs tulip day haarlem - keukenhof - haarlem,2,,,,,,,,,Y,,,"53994436,53994448"
rs tulip day haarlem-keukenhof-haarlem,1,,,,,,,,,Y,,,53994129
rødvig - køge,2,Y,,Y,,,,,,,,,"49322980,53684520"
rüdesheim - mainz,8,Y,Y,Y,Y,,,,,,,Y,"49424070,53564093,53657628,53657629"
rüdesheim - mainz (entlang fluss),1,,,Y,Y,,,,,,,Y,53814287
rüdesheim - mainz (traced),4,Y,,,,,,,,,,,"55924742,55924745,55924790,55924803"
rüdesheim - mainz (via monastery),1,Y,Y,,,,,,,,,Y,19353581
rüdesheim - mainz (via monastery) (traced),1,Y,,,,,,,,,,,55924805
rüdesheim - mainz (via river),1,Y,,,,,,,,,,,26525090
rüdesheim - mainz (via winelands),1,Y,,,,,,,,,,,53384736
rüdesheim - mainz (über kloster),1,,,Y,Y,,,,,,,Y,53814292
rüdesheim - mainz (über weinregionen),1,,,Y,,,,,,,,,53814285
rüdesheim - mainz nld,3,,,,,,,,,Y,,,"49159685,55568290,55568295"
rüdesheim - sankt goar,2,Y,,Y,,,,,,,,,"43310476,53814359"
saarburg - remich (entlang fluss),1,,,Y,,,,,,,,,53805802
saarburg - remich (via mannebach),1,Y,,,,,,,,,,,26606503
saarburg - remich (via river),1,Y,Y,,,,,,,,,Y,26581619
saarburg - remich (via saarschleife),1,Y,,,,,,,,,,,45154200
saarburg - remich (über mannebach),1,,,Y,,,,,,,,,53805800
saarburg - remich (üiber saarschleife),1,,,Y,,,,,,,,,53805797
saarburg - trier (centre),1,Y,Y,,,,,,,,,Y,49101302
saarburg - trier (centre) (via igel),1,Y,Y,,,,,,,,,Y,26609577
saarburg - trier (pfalzel / ostkai),2,Y,Y,Y,,,,,,,,Y,"51444708,53805740"
saarburg - trier (stadt),1,,,Y,,,,,,,,,53805738
saarburg - trier (stadt) (über igel),1,,,Y,,,,,,,,,53805739
saint etiennes des sorts - orange - roquemare,2,Y,Y,,,,,,,,,Y,"54691556,55616447"
"salamis (big loop) ,",1,,,,,,,,,Y,,,53900066
salamis (small loop),1,,,,,,,,,Y,,,53900115
samara - amiens,2,Y,Y,,,,,,,,,Y,"50029821,53899209"
samara - long,2,Y,Y,,,,,,,,,Y,"49295951,53899248"
sambeek - cuijk,1,Y,,,,,,,,,,,55583899
