route_id,name,tour,program,day,option,language,match_status,source_row,day_desc,option_raw,target_km,diff_km,elev_m,confidence,applied
49141390,Bruges - Ghent (city) (via Bulskampveld) 57 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,2,2,EN,exact,154,Day 2: Bruges ­– Moerbrugge | Moerbrugge – Ghent,Optie 2,58.0,1.41,226.1,Redelijk,True
41699453,Bruges - Ghent (city) (via Aalter-Brug) 51 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,3,1,EN,exact,155,Day 3: Ghent ­– Oudenaarde,Optie 1,51.0,0.19,151.6,Hoog,True
26574872,Oudenaarde - Tournai (flat) ENG 42 km 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,4,1,EN,exact,156,Day 4: Oudenaarde­ – Doornik (Tournai),Optie 1,42.0,0.21,126.2,Hoog,True
26574883,Oudenaarde - Tournai (hill) ENG 51 km 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,4,2,EN,exact,156,Day 4: Oudenaarde­ – Doornik (Tournai),Optie 2,51.0,0.19,435.4,Hoog,True
41403997,Bléharies - Pont-Malin 50 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,5,1,EN,exact,157,Day 5: Doornik (Tournai) – Bleharies | Bleharies – Pont Malin | Pont Malin – Arl,Optie 1,50.0,0.26,180.4,Hoog,True
41404012,Bléharies - Pont-Malin (via Lewarde) 54 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,5,2,EN,exact,157,Day 5: Doornik (Tournai) – Bleharies | Bleharies – Pont Malin | Pont Malin – Arl,Optie 2,54.0,0.01,229.8,Hoog,True
55317280,Arleux - Havrincourt (via Canal St-Quentin) 40 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,6,1,EN,exact,158,Day 6: Arleux – Havrincourt,Optie 1,40.0,0.55,236.9,Hoog,True
26957550|53899240,Arleux - Havrincourt (via Vaucelles) 53 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,6,2,EN,ambiguous,158,Day 6: Arleux – Havrincourt,Optie 2,53.0,0.06,427.8,Hoog,True
55348481,Ytres - Péronne 45 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,7,1,EN,exact,159,Day 7: Havrincourt – Péronne,Optie 1,45.0,0.44,300.3,Hoog,True
55342262,Ytres - Péronne 53 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,7,2,EN,exact,159,Day 7: Havrincourt – Péronne,Optie 2,53.0,0.31,348.1,Hoog,True
30195085,Péronne - Pont-l'Évêque 52 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,9,1,EN,exact,161,Day 9: Péronne – Épénancourt | Épénancourt  – Noyon – Pont l’Évêque,Optie 1,52.0,0.12,265.8,Hoog,True
29269729,Pont-l'Évêque - Compiègne 37 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,10,1,EN,exact,162,Day 10: Pont l’Évêque – Compiègne,Optie 1,37.0,0.45,231.3,Hoog,True
26955070,Pont-l'Évêque - Compiègne (via Attichy) 46 km  ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,10,2,EN,exact,162,Day 10: Pont l’Évêque – Compiègne,Optie 2,46.0,0.04,267.3,Hoog,True
26575876,Compiègne - Pont-Sainte-Maxence 54 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,11,1,EN,exact,163,Day 11: Compiègne – Pont-St-Maxence,Optie 1,54.0,0.33,380.1,Hoog,True
55449938,Auvers-sur-Oise - Paris (Bougival) (via Ax Majeur) 44 km ENG 2026 rain route,France and Belgium: Paris - Bruges,Program: Bruges - Paris,12,1,EN,exact,164,Day 12: Pont-St-Maxence – Beaumont | Beaumont – Auvers-sur-Oise,Optie 1,45.0,0.65,296.0,Hoog,True
49142143,Pont-Ste-Maxence - Chantilly - Auvers-sur-Oise 59 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,12,2,EN,exact,164,Day 12: Pont-St-Maxence – Beaumont | Beaumont – Auvers-sur-Oise,Optie 2,59.0,0.34,426.1,Hoog,True
31596049,Auvers-sur-Oise - Paris (Bougival) 35 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,13,1,EN,exact,165,Day 13: Auvers-sur-Oise – Paris (Bougival),Optie 1,35.0,0.42,246.2,Hoog,True
31596014,Auvers-sur-Oise - Paris (Bougival) (via Ax Majeur) 48 km ENG 2026,France and Belgium: Paris - Bruges,Program: Bruges - Paris,13,2,EN,exact,165,Day 13: Auvers-sur-Oise – Paris (Bougival),Optie 2,48.0,0.04,302.2,Hoog,True
31612131,Paris (Bougival) - L'Isle-Adam 42 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,2,1,EN,exact,169,Day 2: Paris (Bougival) – Auvers-sur-Oise,Optie 1,42.0,0.01,270.6,Redelijk,True
31596961,Paris (Bougival) - Auvers-sur-Oise (via Ax Majeure) 48 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,2,2,EN,exact,169,Day 2: Paris (Bougival) – Auvers-sur-Oise,Optie 2,48.0,0.13,295.9,Hoog,True
44574990,Beaumont - Chantilly - Pont-Ste-Maxence 46 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,3,1,EN,exact,170,Day 3: Auvers-sur-Oise – Beaumont | Beaumont – Pont-Ste- Maxence,Optie 1,46.0,0.49,372.0,Hoog,True
29118252|53446538,Pont-Ste-Maxence - Compiègne 42 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,4,1,EN,ambiguous,171,Day 4: Pont-Ste.-Maxence – Compiègne,Optie 1,42.0,0.1,295.9,Hoog,True
52741225,Pont-Ste-Maxence - Compiègne (hills / Pièrrefonds) 54 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,4,2,EN,exact,171,Day 4: Pont-Ste.-Maxence – Compiègne,Optie 2,54.0,0.49,406.3,Hoog,True
31599948,Compiègne - Pont-l'Évêque 42 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,5,1,EN,exact,172,Day 5: Compiègne – Pont l’Évêque,Optie 1,42.0,0.13,264.3,Hoog,True
26933436,Pont-l'Évêque - Péronne 52 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,5,2,EN,exact,172,Day 5: Compiègne – Pont l’Évêque,Optie 2,52.0,0.14,266.0,Hoog,True
31599992,Compiègne - Pont-l'Évêque (via Attichy) 52 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,6,1,EN,exact,173,Day 6: Pont l’Évêque – Haudival | Haudival – Péronne,Optie 1,52.0,0.21,330.4,Hoog,True
28729101,Haudival - Péronne (via Ham & Péronne) 60 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,6,2,EN,exact,173,Day 6: Pont l’Évêque – Haudival | Haudival – Péronne,Optie 2,60.0,0.27,271.0,Hoog,True
26617078,Péronne - Ytres 45 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,8,1,EN,exact,175,Day 8: Péronne – Ytres | Ytres – Havrincourt,Optie 1,42.0,3.01,364.2,Redelijk,True
31600403,Péronne - Ytres 53 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,8,2,EN,exact,175,Day 8: Péronne – Ytres | Ytres – Havrincourt,Optie 2,52.0,1.41,416.9,Redelijk,True
41455218,Havrincourt - Arleux (via Masnières) 44 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,9,1,EN,exact,176,Day 9: Havrincourt – Arleux | Arleux – Pont Malin,Optie 1,44.0,0.06,239.9,Hoog,True
26617076,Havrincourt - Arleux (via Vaucelles) 56 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,9,2,EN,exact,176,Day 9: Havrincourt – Arleux | Arleux – Pont Malin,Optie 2,56.0,0.48,393.1,Hoog,True
26925532,Denain - Tournai (via Saint-Amands) 44 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,10,1,EN,exact,177,Day 10: Pont Malin – Denain | Denain – Doornik (Tournai),Optie 1,44.0,0.02,161.2,Hoog,True
41445529,Denain - Tournai (via Marchiennes & Saint-Amand) 56 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,10,2,EN,exact,177,Day 10: Pont Malin – Denain | Denain – Doornik (Tournai),Optie 2,56.0,0.45,219.6,Hoog,True
31601289,Tournai - Oudenaarde (flat) 41 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,11,1,EN,exact,178,Day 11: Doornik (Tournai) – Oudenaarde,Optie 1,41.0,0.05,116.9,Hoog,True
26964754,Tournai - Oudenaarde (hill) 50 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,11,2,EN,exact,178,Day 11: Doornik (Tournai) – Oudenaarde,Optie 2,50.0,0.36,367.0,Hoog,True
31612237,Ghent (Lovendegem) - Bruges (via Bulskampveld) 49 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,12,1,EN,exact,179,Day 12: Oudenaarde – Ghent,Optie 1,51.0,1.88,185.6,Redelijk,True
26848655,Bruges - De Haan (loop) 51 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,13,1,EN,exact,180,Day 13: Ghent – Bruges,Optie 1,49.0,2.41,152.0,Redelijk,True
26848663,Bruges - Lissewege (loop) 38 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,14,1,EN,exact,181,Day 14: Bruges,Optie 1,38.0,0.09,124.6,Hoog,True
44702420,Bruges - Sluis (loop) 54 km ENG 2026,France and Belgium: Paris - Bruges,Program: Paris - Bruges,14,2,EN,exact,181,Day 14: Bruges,Optie 2,54.0,0.35,190.6,Hoog,True
53718253,Medemblik - Enkhuizen (via coast) 24 km ENG 2026,Sail & Bike Wadden Sea,Program: Frisian Sea,2,1,EN,exact,199,Day 2: Enkhuizen – Medemblik | Medemblik – Texel,Optie 1,24.0,0.2,71.4,Hoog,True
19544568,Enkhuizen - Medemblik (via Twisk) 40 km ENG 2026,Sail & Bike Wadden Sea,Program: Frisian Sea,2,2,EN,exact,199,Day 2: Enkhuizen – Medemblik | Medemblik – Texel,Optie 2,40.0,0.46,96.3,Hoog,True
50251014,Texel (loop Oudeschild) 42 km ENG 2026,Sail & Bike Wadden Sea,Program: Frisian Sea,3,1,EN,exact,200,"Day 3: Texel, roundtrip from/to Oudeschild",Optie 1,40.0,1.53,139.1,Redelijk,True
32288316,Texel (loop ferry) 49 km ENG 2026,Sail & Bike Wadden Sea,Program: Frisian Sea,3,2,EN,exact,200,"Day 3: Texel, roundtrip from/to Oudeschild",Optie 2,49.0,0.52,151.3,Hoog,True
32355971,"Den Helder: Ship - Ferry 2,1 km ENG 2026",Sail & Bike Wadden Sea,Program: Frisian Sea,5,1,EN,exact,202,Day 5: Terschelling roundtrip | Terschelling – Harlingen,Optie 1,0.0,2.09,7.8,Laag (niet toegepast),False
55597217,Makkum - Franeker - Harlingen (via kust) 40 km ENG 2026,Sail & Bike Wadden Sea,Program: Frisian Sea,6,1,EN,exact,203,Day 6: Harlingen – Franeker – Makkum,Optie 1,40.0,0.4,104.8,Hoog,True
50251101,Harlingen - Franeker - Makkum (via Bolsward) 45 km ENG 2026,Sail & Bike Wadden Sea,Program: Frisian Sea,6,2,EN,exact,203,Day 6: Harlingen – Franeker – Makkum,Optie 2,45.0,0.12,129.0,Hoog,True
34640705,Stavoren - Makkum 30 km ENG 2026,Sail & Bike Wadden Sea,Program: Frisian Sea,7,1,EN,exact,204,Day 7: Makkum – Stavoren | Stavoren - Enkhuizen,Optie 1,28.0,1.86,66.8,Redelijk,True
34640696,Stavoren - Makkum (via Bolsward) 49 km ENG 2026 Self Guided,Sail & Bike Wadden Sea,Program: Frisian Sea,7,2,EN,exact,204,Day 7: Makkum – Stavoren | Stavoren - Enkhuizen,Optie 2,48.0,0.86,120.9,Hoog,True
53668708,Wageningen - Arnhem (via Veluwe) DEU 43 km 2026,Netherlands: Hansa Highlights,Program: Hanseatic highlights,2,1,DE,exact,215,Day 2: Wijk bij Duurstede – Wageningen | Wageningen – Arnhem,Optie 1,44.0,0.49,252.7,Hoog,True
53668743,Doesburg - Deventer (über Zutphen) 45 km DEU 2026,Netherlands: Hansa Highlights,Program: Hanseatic highlights,3,1,DE,exact,216,Day 3: Arnhem – Doesburg | Doesburg – Zutphen – Deventer,Optie 1,45.0,0.08,170.7,Hoog,True
50375800,Deventer - Kampen 51 km ENG 2026,Netherlands: Hansa Highlights,Program: Hanseatic highlights,3,2,EN,exact,216,Day 3: Arnhem – Doesburg | Doesburg – Zutphen – Deventer,Optie 2,55.0,4.37,215.0,Redelijk,True
53668718,Wijhe - Kampen (über Hattem) 38 km DEU 2026,Netherlands: Hansa Highlights,Program: Hanseatic highlights,4,1,DE,exact,217,Day 4: Deventer – Wijhe | Wijhe – Kampen,Optie 1,40.0,2.38,151.2,Redelijk,True
53668747,Doesburg - Deventer (über Wichmond & Zutphen) 57 km DEU 2026,Netherlands: Hansa Highlights,Program: Hanseatic highlights,4,2,DE,exact,217,Day 4: Deventer – Wijhe | Wijhe – Kampen,Optie 2,56.0,0.96,226.0,Hoog,True
53668720,Wijhe - Kampen (über Heerde / Hattem) 48 km DEU 2026,Netherlands: Hansa Highlights,Program: Hanseatic highlights,5,1,DE,exact,218,Day 5: Kampen – Elburg – Harderwijk,Optie 1,48.0,0.36,208.7,Hoog,True
53668724,Wijhe - Kampen (über Heerde / Hattem / Zwolle) 58 km DEU 2026,Netherlands: Hansa Highlights,Program: Hanseatic highlights,5,2,DE,exact,218,Day 5: Kampen – Elburg – Harderwijk,Optie 2,56.0,1.79,234.8,Redelijk,True
53668728,Kampen - Harderwijk (über Elburg) 48 km DEU 2026,Netherlands: Hansa Highlights,Program: Hanseatic highlights,6,1,DE,exact,219,Day 6: Harderwijk – Spakenburg – Huizen,Optie 1,45.0,2.68,133.8,Redelijk,True
53668730,"Kampen - Harderwijk (über Flevoland, Elburg & Nunspeet) 59 km DEU 2026",Netherlands: Hansa Highlights,Program: Hanseatic highlights,6,2,DE,exact,219,Day 6: Harderwijk – Spakenburg – Huizen,Optie 2,56.0,2.56,226.6,Redelijk,True
55135334,Huizen - Amsterdam (Tolhuis-Buikslotermeer) 35 km DEU 2026,Netherlands: Hansa Highlights,Program: Hanseatic highlights,7,1,DE,exact,220,Day 7: Huizen – Naarden – Muiden – Amsterdam,Optie 1,35.0,0.35,138.1,Hoog,True
31572538,Zaandam - Hoorn 41 km DEU 2023,Holland: Best of Holland,Program: Best of Holland,2,1,DE,exact,246,Day 2: Zaandam – Zaanse Schans – Beemster – Hoorn,Optie 1,41.0,0.6,88.8,Hoog,True
,Volendam-Diemen 47 km DEU 2022,Holland: Best of Holland,Program: Best of Holland,2,2,DE,not_found,246,Day 2: Zaandam – Zaanse Schans – Beemster – Hoorn,Optie 2,51.0,4.24,152.8,Laag (niet toegepast),False
,Volendam-Diemen 39 km DEU 2022,Holland: Best of Holland,Program: Best of Holland,3,1,DE,not_found,247,Day 3: Hoorn – Volendam | Volendam – Marken (ferry) | Marken – Waterland – Weesp,Optie 1,39.0,3.71,138.5,Redelijk,True
31572539,Zaandam - Hoorn 50 km DEU 2023,Holland: Best of Holland,Program: Best of Holland,3,2,DE,exact,247,Day 3: Hoorn – Volendam | Volendam – Marken (ferry) | Marken – Waterland – Weesp,Optie 2,46.0,0.58,117.7,Hoog,True
30556288,Oude Wetering - Nieuwe Meer 29 km DEU 2025,Holland: Best of Holland,Program: Best of Holland,4,1,DE,exact,248,Day 4: Utrecht – Schoonhoven | Schoonhoven – Dordrecht,Optie 1,32.0,2.99,92.0,Laag (niet toegepast),False
,Schoonhoven - Alblasserdam - Rotterdam(Coolhaven) 32+3 km DEU 2022,Holland: Best of Holland,Program: Best of Holland,4,2,DE,not_found,248,Day 4: Utrecht – Schoonhoven | Schoonhoven – Dordrecht,Optie 2,53.0,2.1,205.9,Redelijk,True
,Rotterdam (Coolhaven) - Gouda 35 km DEU 2022,Holland: Best of Holland,Program: Best of Holland,5,1,DE,not_found,249,Day 5: Dordrecht – Alblasserdam (Waterbus) | Alblasserdam – Gouda,Optie 1,37.0,2.34,119.3,Redelijk,True
,Gouda - Oude Wetering 54 km DEU 2024,Holland: Best of Holland,Program: Best of Holland,5,2,DE,not_found,249,Day 5: Dordrecht – Alblasserdam (Waterbus) | Alblasserdam – Gouda,Optie 2,52.0,2.1,140.9,Redelijk,True
,Gouda - Oude Wetering 32 km DEU 2022,Holland: Best of Holland,Program: Best of Holland,6,1,DE,not_found,250,Day 6: Gouda – Leiden – Uithoorn,Optie 1,33.0,1.11,74.7,Redelijk,True
,Rotterdam (Coolhaven) - Gouda 50 km DEU 2022,Holland: Best of Holland,Program: Best of Holland,6,2,DE,not_found,250,Day 6: Gouda – Leiden – Uithoorn,Optie 2,52.0,1.93,149.8,Redelijk,True
,Waterland Rundtour (Buiksloterweg) 28 km DEU 2022,Holland: Best of Holland,Program: Best of Holland,7,1,DE,not_found,251,Day 7: Uithoorn – Amsterdam,Optie 1,26.0,1.67,88.4,Laag (niet toegepast),False
26664650,Montargis (loop) 43 km ENG 2026,France: Paris - Montargis,Montargis - Paris,2,1,EN,exact,282,Day 2: Montargis,Optie 1,45.0,1.66,285.0,Redelijk,True
49159316,Moret - Nemours (via Darvault) 39 km ENG 2026,France: Paris - Montargis,Montargis - Paris,3,1,EN,exact,283,Day 3: Montargis – lock of Cepoy | lock of Cepoy – Néronville,Optie 1,39.0,0.1,208.0,Laag (niet toegepast),False
49159317,Neronville - Montargis 43 km ENG 2026,France: Paris - Montargis,Montargis - Paris,3,2,EN,exact,283,Day 3: Montargis – lock of Cepoy | lock of Cepoy – Néronville,Optie 2,46.0,2.87,258.9,Redelijk,True
31558812,Nemours - Neronville 32 km ENG 2026,France: Paris - Montargis,Montargis - Paris,4,1,EN,exact,284,Day 4: Néronville – Nemours,Optie 1,29.0,3.02,172.1,Redelijk,True
49159315,Moret - Nemours (via Darvault) 50 km ENG 2026,France: Paris - Montargis,Montargis - Paris,4,2,EN,exact,284,Day 4: Néronville – Nemours,Optie 2,43.0,3.41,278.3,Redelijk,True
56136116,"Moret (loop, Gray) 27km ENG 2026",France: Paris - Montargis,Montargis - Paris,5,1,EN,exact,285,Day 5: Nemours – Moret-sur-Loing,Optie 1,32.0,4.7,161.3,Redelijk,True
22953130,Melun - Moret (via Barbizon & Fontainebleau) 40 km ENG 2026,France: Paris - Montargis,Montargis - Paris,5,2,EN,exact,285,Day 5: Nemours – Moret-sur-Loing,Optie 2,43.0,2.82,264.6,Redelijk,True
55465649,"Moret - Nemours  40 km ENG 2026 (via Rochess, gravel)",France: Paris - Montargis,Montargis - Paris,6,1,EN,exact,286,Day 6: Moret-sur-Loing – Melun,Optie 1,40.0,0.02,400.8,Hoog,True
56135908,Melun (loop) 31km ENG 2026,France: Paris - Montargis,Montargis - Paris,7,1,EN,exact,287,Day 7: Melun – lock of Evry  | lock of Evry – Paris,Optie 1,31.0,0.32,182.4,Hoog,True
26783923,Evry - Melun 30 km DEU 2025,France: Paris - Montargis,Paris - Montargis,2,1,DE,exact,290,Day 2: Evry – Melun,Optie 1,30.0,0.55,138.5,Hoog,True
26783930,Melun - Moret 40 km DEU 2025,France: Paris - Montargis,Paris - Montargis,,1,DE,exact,291,Dag 3: Melun – Moret-sur-Loing,Optie 1,40.0,0.15,250.1,Hoog,True
26783935,Moret - Nemours 38 km DEU 2025,France: Paris - Montargis,Paris - Montargis,4,1,DE,exact,292,Day 4: Moret-sur-Loing – Nemours,Optie 1,38.0,0.03,235.6,Hoog,True
26783931,Moret - Nemours 49 km DEU 2025,France: Paris - Montargis,Paris - Montargis,4,2,DE,exact,292,Day 4: Moret-sur-Loing – Nemours,Optie 2,49.0,0.13,347.2,Hoog,True
26783936,Nemours - Neronville 35 km DEU 2025,France: Paris - Montargis,Paris - Montargis,5,1,DE,exact,293,Day 5: Nemours – Néronville,Optie 1,35.0,0.06,172.7,Hoog,True
31674780,Nemours - Neronville 45 km DEU 2025,France: Paris - Montargis,Paris - Montargis,5,2,DE,exact,293,Day 5: Nemours – Néronville,Optie 2,45.0,3.29,216.1,Redelijk,True
31679377,Neronville - Montargis 31 km DEU 2025,France: Paris - Montargis,Paris - Montargis,6,1,DE,exact,294,Day 6: Néronville – Montargis,Optie 1,31.0,0.62,254.1,Hoog,True
31582328,Neronville - Montargis 55 km DEU 2025,France: Paris - Montargis,Paris - Montargis,6,2,DE,exact,294,Day 6: Néronville – Montargis,Optie 2,55.0,0.93,356.0,Hoog,True
26783939,Montargis loop 44 km DEU 2025,France: Paris - Montargis,Paris - Montargis,7,1,DE,exact,295,Day 7: Montargis,Optie 1,45.0,1.7,278.8,Redelijk,True
54360745,Amsterdam (Buiksloterweg) - Zaanse Schans 23 km ENG 2026 (white label),Holland: Tulip Tour 5 days,Program: Tulip 5 days F,2,1,EN,exact,314,Day 2: Zaandam – Zaanse Schans – Zaandam | Zaandam – Haarlem,Optie 1,24.0,0.65,74.6,Hoog,True
54360748,Amsterdam (Buiksloterweg) - Zaanse Schans - Purmerend 34 km ENG 2026 (white label),Holland: Tulip Tour 5 days,Program: Tulip 5 days F,2,2,EN,exact,314,Day 2: Zaandam – Zaanse Schans – Zaandam | Zaandam – Haarlem,Optie 2,34.0,0.33,94.8,Hoog,True
54360769,Haarlem (Spaarndamseweg) - Keukenhof - Leiden 38 km ENG 2026 (white label),Holland: Tulip Tour 5 days,Program: Tulip 5 days F,3,1,EN,exact,315,Day 3: Haarlem – Keukenhof – Oude Wetering,Optie 1,38.0,0.44,132.3,Hoog,True
54360766,Haarlem (Spaarndamseweg) - Keukenhof - Oude Wetering 55 km ENG 2026 (white label),Holland: Tulip Tour 5 days,Program: Tulip 5 days F,3,2,EN,exact,315,Day 3: Haarlem – Keukenhof – Oude Wetering,Optie 2,55.0,0.37,200.5,Hoog,True
54360747,Amsterdam (Buiksloterweg) - Zaanse Schans - Zaandam 28 km ENG 2026 (white label),Holland: Tulip Tour 5 days,Program: Tulip 5 days F,4,1,EN,exact,316,Day 4: Oude Wetering –Nieuwe Meer | Nieuwe Meer – Amsterdam,Optie 1,28.0,0.09,94.6,Laag (niet toegepast),False
26578994,Haarlem - Nordsee - Haarlem 50 km DEU 2026,Holland: Tulip Tour 5 days,Tulip 5 day 2027,2,1,DE,exact,319,Day 2: Haarlem - Keukenhof - Haarlem,Optie 1,50.0,0.05,242.3,Hoog,True
,Amsterdam (Minerva) - Haarlem - Amsterdam (Minerva) 50 km DEU 2024,Holland: Tulip Tour 5 days,Tulip 5 day 2027,3,1,DE,not_found,320,Day 3: Haarlem - Alkmaar,Optie 1,50.0,0.25,185.2,Hoog,True
52509702,Amsterdam (Minerva) - Haarlem (loop) 40 km ENG 2026,Holland: Tulip Tour 5 days,Tulip 5 day 2027,4,1,EN,exact,321,Day 4: Alkmaar - Zaanse Schans | Zaanse Schans - Amsterdam,Optie 1,41.0,0.79,142.6,Hoog,True
44712627,Ghent (city) - Lovendegem 10 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,1,1,EN,exact,331,Day 1: Amsterdam – Weesp | test ride in Weesp,Optie 1,11.0,0.6,30.2,Laag (niet toegepast),False
55465210,Bergen op Zoom - Antwerpen over Woensdrecht 46 km,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,2,1,,exact,332,Day 2: Weesp – Utrecht | Utrecht – Vianen,Optie 1,47.0,0.65,258.9,Laag (niet toegepast),False
26848645,Aalter-Brug - Bruges 22 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,3,1,EN,exact,333,Day 3: Vianen – Schoonhoven – Kinderdijk – Alblasserdam,Optie 1,22.0,0.05,76.7,Laag (niet toegepast),False
26848529,Vianen - Kinderdijk - Alblasserdam //  Dordrecht 57 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,3,2,EN,exact,333,Day 3: Vianen – Schoonhoven – Kinderdijk – Alblasserdam,Optie 2,57.0,0.12,138.8,Hoog,True
43208212,Willemstad - Bergen op Zoom (via Steenbergen) 44 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,4,1,EN,exact,334,Day 4: Dordrecht – Willemstad | Willemstad – Tholen,Optie 1,44.0,0.33,146.6,Redelijk,True
31460505,Tholen - Kreekrak (east) 23 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,5,1,EN,exact,335,Day 5: Tholen – Kreekrak lock | Kreekrak locks –,Optie 1,20.0,2.48,49.6,Redelijk,True
31460434,Tholen - Kreekrak (east) 33 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,5,2,EN,exact,335,Day 5: Tholen – Kreekrak lock | Kreekrak locks –,Optie 2,36.0,3.37,146.1,Redelijk,True
31555120,Antwerp - St. Amands (via Waterbus) 30 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,7,1,EN,exact,337,Day 7: Antwerp – Temse – St. Amands,Optie 1,34.0,3.52,126.7,Redelijk,True
31554812,Antwerp  - Dendermonde (via Waterbus) 42 ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,7,2,EN,exact,337,Day 7: Antwerp – Temse – St. Amands,Optie 2,49.0,0.57,182.3,Hoog,True
31554711,Antwerp - Dendermonde 53 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,8,1,EN,exact,338,Day 8: St. Amands – Dendermonde | Dendermonde – Ghent,Optie 1,52.0,0.9,192.3,Hoog,True
29010740|53844944|53899229,Bruges - Damme (loop) 22 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,9,1,EN,ambiguous,339,Day 9: Ghent – Bruges,Optie 1,22.0,0.56,79.6,Hoog,True
31465355,Dendermonde - Ghent (city) 45 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,9,2,EN,exact,339,Day 9: Ghent – Bruges,Optie 2,45.0,0.27,166.0,Hoog,True
26848663,Bruges - Lissewege (loop) 38 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Amsterdam - Bruges,10,1,EN,exact,340,Day 10: Tour around Bruges to the North Sea,Optie 1,38.0,0.09,124.6,Hoog,True
26883959|53899228,Test ride: Bruges 11 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Bruges - Amsterdam,1,1,EN,ambiguous,342,Day 1: Bruges,Optie 1,11.0,0.16,39.7,Hoog,True
26848663,Bruges - Lissewege (loop) 38 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Bruges - Amsterdam,2,1,EN,exact,343,Day 2: Roundtrip from/to Bruges & North Sea,Optie 1,38.0,0.09,124.6,Hoog,True
31540193,Ghent (Merelbeke) - Dendermonde 39 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Bruges - Amsterdam,3,1,EN,exact,344,Day 3: Bruges – Aalterbrug | Aalterbrug – Ghent,Optie 1,37.0,1.63,126.0,Redelijk,True
31571526,Breukelen - Amsterdam (Oosterdok) 47 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Bruges - Amsterdam,3,2,EN,exact,344,Day 3: Bruges – Aalterbrug | Aalterbrug – Ghent,Optie 2,45.0,1.99,148.5,Laag (niet toegepast),False
26884038,Tholen - Willemstad (via Steenbergen) 42 km ENG 2026,Holland and Belgium Relax Tour - 11 days,Bruges - Amsterdam,4,1,EN,exact,345,Day 4: Ghent – Dendermonde/St. Amands,Optie 1,40.0,2.4,105.2,Laag (niet toegepast),False
